Internal_SKU,HEX,Hue_Degrees,Saturation_Value,Brightness_Value,Auto_Depth_Score
LC-GP-0977,#405030,90.0,40.0,31.4,7
LC-GP-0978,#485020,70.0,60.0,31.4,7
LC-GP-0979,#585838,60.0,36.4,34.5,7
LC-GP-0980,#485030,75.0,40.0,31.4,7
LC-GP-0981,#486030,90.0,50.0,37.6,7
LC-GP-0982,#587850,108.0,33.3,47.1,6
LC-GP-0983,#608850,102.9,41.2,53.3,5
LC-GP-0984,#587828,84.0,66.7,47.1,6
LC-GP-0985,#506828,82.5,61.5,40.8,6
LC-GP-0986,#708830,76.4,64.7,53.3,5
LC-GP-0987,#788828,70.0,70.6,53.3,5
LC-GP-0988,#98A820,67.1,81.0,65.9,4
LC-GP-0989,#88B050,85.0,54.5,69.0,4
LC-GP-0990,#80A858,90.0,47.6,65.9,4
LC-GP-0991,#A0B070,75.0,36.4,69.0,4
LC-GP-0992,#70C090,144.0,41.7,75.3,3
LC-GP-0993,#98B888,100.0,26.1,72.2,4
LC-GP-0994,#808860,72.0,29.4,53.3,5
LC-GP-0995,#788060,75.0,25.0,50.2,5
LC-GP-0996,#889870,84.0,26.3,59.6,5
LC-GP-0997,#988860,42.9,36.8,59.6,5
LC-GP-0998,#909058,60.0,38.9,56.5,5
LC-GP-0999,#889070,75.0,22.2,56.5,5
LC-GP-1000,#889850,73.3,47.4,59.6,5
LC-GP-1001,#98A840,69.2,61.9,65.9,4
LC-GP-1002,#A09838,55.4,65.0,62.7,4
LC-GP-1003,#B8A040,48.0,65.2,72.2,4
LC-GP-1004,#B8C058,64.6,54.2,75.3,3
LC-GP-1005,#B0A858,54.5,50.0,69.0,4
LC-GP-1006,#C0B838,56.5,70.8,75.3,3
LC-GP-1007,#D8D870,60.0,48.1,84.7,2
LC-GP-1008,#D0D088,60.0,34.6,81.6,3
LC-GP-1009,#F8F0C8,50.0,19.4,97.3,1
LC-GP-1010,#E8F0A0,66.0,33.3,94.1,2
LC-GP-1011,#E0E8A8,67.5,27.6,91.0,2
LC-GP-1012,#F0F0A0,60.0,33.3,94.1,2
LC-GP-1013,#F0F098,60.0,36.7,94.1,2
LC-GP-1014,#F8E880,52.0,48.4,97.3,1
LC-GP-1015,#F0E870,56.2,53.3,94.1,2
LC-GP-1016,#F8F038,57.5,77.4,97.3,1
LC-GP-1017,#E8E830,60.0,79.3,91.0,2
LC-GP-1018,#F8F040,57.4,74.2,97.3,1
LC-GP-1019,#F8E878,52.5,51.6,97.3,1
LC-GP-1020,#F8D030,48.0,80.6,97.3,1
LC-GP-1021,#F8D838,50.0,77.4,97.3,1
LC-GP-1022,#D8C828,54.5,81.5,84.7,2
LC-GP-1023,#F8D800,52.3,100.0,97.3,1
LC-GP-1024,#F8D000,50.3,100.0,97.3,1
LC-GP-1025,#F8E080,48.0,48.4,97.3,1
LC-GP-1026,#F0E078,52.0,50.0,94.1,2
LC-GP-1027,#F8D888,42.9,45.2,97.3,1
LC-GP-1028,#F8D080,40.0,48.4,97.3,1
LC-GP-1029,#F8D888,42.9,45.2,97.3,1
LC-GP-1030,#F8E080,48.0,48.4,97.3,1
LC-GP-1031,#F8D070,42.4,54.8,97.3,1
LC-GP-1032,#F8D068,43.3,58.1,97.3,1
LC-GP-1033,#F8D050,45.7,67.7,97.3,1
LC-GP-1034,#F8C858,42.0,64.5,97.3,1
LC-GP-1035,#F8C038,42.5,77.4,97.3,1
LC-GP-1036,#F8C840,44.3,74.2,97.3,1
LC-GP-1037,#F8D040,47.0,74.2,97.3,1
LC-GP-1038,#F8D030,48.0,80.6,97.3,1
LC-GP-1039,#F8B828,41.5,83.9,97.3,1
LC-GP-1040,#F8C840,44.3,74.2,97.3,1
LC-GP-1041,#F8A040,31.3,74.2,97.3,1
LC-GP-1042,#F8B050,34.3,67.7,97.3,1
LC-GP-1043,#F8B048,35.5,71.0,97.3,1
LC-GP-1044,#F88808,32.0,96.8,97.3,1
LC-GP-1045,#F8A040,31.3,74.2,97.3,1
LC-GP-1046,#F8A048,30.0,71.0,97.3,1
LC-GP-1047,#F8A848,32.7,71.0,97.3,1
LC-GP-1048,#F8B070,28.2,54.8,97.3,1
LC-GP-1049,#F8B880,28.0,48.4,97.3,1
LC-GP-1050,#F8C898,30.0,38.7,97.3,1
LC-GP-1051,#F8D098,35.0,38.7,97.3,1
LC-GP-1052,#F8C880,36.0,48.4,97.3,1
LC-GP-1053,#E8C088,35.0,41.4,91.0,2
LC-GP-1054,#F0B050,36.0,66.7,94.1,2
LC-GP-1055,#F8B058,33.0,64.5,97.3,1
LC-GP-1056,#F8A850,31.4,67.7,97.3,1
LC-GP-1057,#F8A070,21.2,54.8,97.3,1
LC-GP-1058,#F89878,15.0,51.6,97.3,1
LC-GP-1059,#F89870,17.6,54.8,97.3,1
LC-GP-1060,#F8A070,21.2,54.8,97.3,1
LC-GP-1061,#F89870,17.6,54.8,97.3,1
LC-GP-1062,#F8A068,23.3,58.1,97.3,1
LC-GP-1063,#F8A870,24.7,54.8,97.3,1
LC-GP-1064,#F88860,15.8,61.3,97.3,1
LC-GP-1065,#F88858,18.0,64.5,97.3,1
LC-GP-1066,#F89058,21.0,64.5,97.3,1
LC-GP-1067,#F88040,20.9,74.2,97.3,1
LC-GP-1068,#F88840,23.5,74.2,97.3,1
LC-GP-1069,#F87038,17.5,77.4,97.3,1
LC-GP-1070,#E86830,18.3,79.3,91.0,2
LC-GP-1071,#F07038,18.3,76.7,94.1,2
LC-GP-1072,#E06848,12.6,67.9,87.8,2
LC-GP-1073,#E86048,9.0,69.0,91.0,2
LC-GP-1074,#F86038,12.5,77.4,97.3,1
LC-GP-1075,#F85038,7.5,77.4,97.3,1
LC-GP-1076,#F86838,15.0,77.4,97.3,1
LC-GP-1077,#E85848,6.0,69.0,91.0,2
LC-GP-1078,#E04030,5.5,78.6,87.8,2
LC-GP-1079,#F04040,0.0,73.3,94.1,2
LC-GP-1080,#F04840,2.7,73.3,94.1,2
LC-GP-1081,#E03028,2.6,82.1,87.8,2
LC-GP-1082,#D04838,6.3,73.1,81.6,3
LC-GP-1083,#D83028,2.7,81.5,84.7,2
LC-GP-1084,#F03030,0.0,80.0,94.1,2
LC-GP-1085,#D82028,357.4,85.2,84.7,2
LC-GP-1086,#F83030,0.0,80.6,97.3,1
LC-GP-1087,#F84858,354.5,71.0,97.3,1
LC-GP-1088,#F84060,349.6,74.2,97.3,1
LC-GP-1089,#E83020,4.8,86.2,91.0,2
LC-GP-1090,#E84040,0.0,72.4,91.0,2
LC-GP-1091,#F83828,4.6,83.9,97.3,1
LC-GP-1092,#F04028,7.2,83.3,94.1,2
LC-GP-1093,#F85038,7.5,77.4,97.3,1
LC-GP-1094,#F85050,0.0,67.7,97.3,1
LC-GP-1095,#F87058,9.0,64.5,97.3,1
LC-GP-1096,#F87880,356.2,51.6,97.3,1
LC-GP-1097,#F88890,355.7,45.2,97.3,1
LC-GP-1098,#F89090,0.0,41.9,97.3,1
LC-GP-1099,#F89888,8.6,45.2,97.3,1
LC-GP-1100,#F85838,10.0,77.4,97.3,1
LC-GP-1101,#F84838,5.0,77.4,97.3,1
LC-GP-1102,#F83818,8.6,90.3,97.3,1
LC-GP-1103,#F88048,19.1,71.0,97.3,1
LC-GP-1104,#F87038,17.5,77.4,97.3,1
LC-GP-1105,#F87040,15.7,74.2,97.3,1
LC-GP-1106,#F87040,15.7,74.2,97.3,1
LC-GP-1107,#F87840,18.3,74.2,97.3,1
LC-GP-1108,#F06828,19.2,83.3,94.1,2
LC-GP-1109,#F87048,13.6,71.0,97.3,1
LC-GP-1110,#E85828,15.0,82.8,91.0,2
LC-GP-1111,#F05838,10.4,76.7,94.1,2
LC-GP-1112,#E86028,17.5,82.8,91.0,2
LC-GP-1113,#E86828,20.0,82.8,91.0,2
LC-GP-1114,#D86030,17.1,77.8,84.7,2
LC-GP-1115,#F07020,23.1,86.7,94.1,2
LC-GP-1116,#E87040,17.1,72.4,91.0,2
LC-GP-1117,#E87840,20.0,72.4,91.0,2
LC-GP-1118,#F05830,12.5,80.0,94.1,2
LC-GP-1119,#F05830,12.5,80.0,94.1,2
LC-GP-1120,#E05028,13.0,82.1,87.8,2
